Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Bangladesh,Southern Asia,Asia,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,11.7,34.42,18.8103,60.4125
Bangladesh,Southern Asia,Asia,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,30.8,34.42,18.8103,60.4125
Bangladesh,Southern Asia,Asia,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,67.1,34.42,18.8103,60.4125
Bangladesh,Southern Asia,Asia,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,34.42,18.8103,60.4125
Barbados,Caribbean,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,none,13.83,22.3152,-55.3661
Barbados,Caribbean,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,95,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,13.83,20.3152,46.3661
Barbados,Caribbean,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,98.6,13.83,20.3152,46.3661
Barbados,Caribbean,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,13.83,20.3152,46.3661
Belgium,Western Europe,Europe,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,98.7,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,59.9,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,64.8,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,97.5,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,97.8,22.76,46.8503,-17.3517
Belgium,Western Europe,Europe,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,22.76,46.8503,-17.3517
Belize,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,52.3,21.92,39.251,-80.7733
Belize,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,44.3,21.92,39.251,-80.7733
Belize,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,36.1,21.92,39.251,-80.7733
Belize,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,94,21.92,39.251,-80.7733
Belize,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,21.92,39.251,-80.7733
Belize,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,21.92,39.251,-80.7733
Belize,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,21.92,39.251,-80.7733
Belize,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,79.2,21.92,39.251,-80.7733
Belize,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,21.92,39.251,-80.7733
Benin,Western Africa,Africa,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,17.5,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,53.5,34.18,6.4969,2.6289
Benin,Western Africa,Africa,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,15.3,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,69.6,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,13,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,71,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,66.3,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,81.5,34.18,6.4969,2.6289
Benin,Western Africa,Africa,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,90.8,34.18,6.4969,2.6289
Bhutan,Southern Asia,Asia,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,27.7,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,61.5,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,98.9,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,30,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,22.34,23.3152,50.3661
Bhutan,Southern Asia,Asia,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,22.34,23.3152,50.3661
